strLeague,strSeason,strEvent,strHomeTeam,intHomeScore,strAwayTeam,intAwayScore,homeClassment,awayClassment
La Liga 2,2020-2021,Girona vs Mallorca,Girona,0,Mallorca,1,,
Spanish Adelante,2016-2017,Girona vs Mallorca,Girona,1,Mallorca,0,,
Spanish Adelante,2015-2016,Girona vs Mallorca,Girona,1,Mallorca,0,,
Spanish Adelante,2014-2015,Girona vs Mallorca,Girona,0,Mallorca,0,,
Spanish La Liga,2022-2023,Girona vs Osasuna,Girona,1,Osasuna,1,10.0,7.0
Copa del Rey,2021-2022,Girona vs Osasuna,Girona,1,Osasuna,0,,10.0
Spanish Adelante,2015-2016,Girona vs Osasuna,Girona,0,Osasuna,0,,
Spanish Adelante,2014-2015,Girona vs Osasuna,Girona,3,Osasuna,0,,
Spanish Adelante,2014-2015,Girona vs Real Betis,Girona,1,Real Betis,3,,
Spanish La Liga,2022-2023,Girona vs Real Madrid,Girona,4,Real Madrid,2,10.0,2.0
Copa del Rey,2018-2019,Girona vs Real Madrid,Girona,1,Real Madrid,3,18.0,3.0
Spanish La Liga,2018-2019,Girona vs Real Madrid,Girona,1,Real Madrid,4,18.0,3.0
Spanish La Liga,2017-2018,Girona vs Real Madrid,Girona,2,Real Madrid,1,10.0,4.0
La Liga 2,2021-2022,Girona vs Real Sociedad B,Girona,2,Real Sociedad B,0,,
Spanish La Liga,2022-2023,Girona vs Sevilla,Girona,2,Sevilla,1,10.0,12.0
Spanish La Liga,2018-2019,Girona vs Sevilla,Girona,1,Sevilla,0,18.0,6.0
Spanish La Liga,2017-2018,Girona vs Sevilla,Girona,0,Sevilla,1,10.0,6.0
Spanish Adelante,2016-2017,Girona vs Sevilla Atletico,Girona,2,Sevilla Atletico,0,,
Spanish La Liga,2022-2023,Girona vs Valencia,Girona,1,Valencia,0,10.0,16.0
Spanish La Liga,2018-2019,Girona vs Valencia,Girona,2,Valencia,3,18.0,4.0
Spanish La Liga,2017-2018,Girona vs Valencia,Girona,0,Valencia,1,10.0,3.0
Spanish La Liga,2022-2023,Girona vs Valladolid,Girona,2,Valladolid,1,10.0,18.0
La Liga 2,2021-2022,Girona vs Valladolid,Girona,1,Valladolid,0,,
Spanish La Liga,2018-2019,Girona vs Valladolid,Girona,0,Valladolid,0,18.0,16.0
Spanish Adelante,2016-2017,Girona vs Valladolid,Girona,2,Valladolid,1,,
Spanish Adelante,2015-2016,Girona vs Valladolid,Girona,1,Valladolid,0,,
Spanish Adelante,2014-2015,Girona vs Valladolid,Girona,2,Valladolid,1,,
Spanish La Liga,2022-2023,Girona vs Vallecano,Girona,2,Vallecano,2,10.0,11.0
Copa del Rey,2021-2022,Girona vs Vallecano,Girona,1,Vallecano,2,,12.0
La Liga 2,2020-2021,Girona vs Vallecano,Girona,0,Vallecano,2,,
La Liga 2,2020-2021,Girona vs Vallecano,Girona,0,Vallecano,0,,
Spanish Adelante,2019-2020,Girona vs Vallecano,Girona,3,Vallecano,1,,
Spanish La Liga,2018-2019,Girona vs Vallecano,Girona,2,Vallecano,1,18.0,20.0
Spanish Adelante,2016-2017,Girona vs Vallecano,Girona,1,Vallecano,3,,
Spanish La Liga,2022-2023,Girona vs Villarreal,Girona,1,Villarreal,2,10.0,5.0
Copa del Rey,2020-2021,Girona vs Villarreal,Girona,0,Villarreal,1,,7.0
Copa del Rey,2019-2020,Girona vs Villarreal,Girona,0,Villarreal,3,,5.0
Spanish La Liga,2018-2019,Girona vs Villarreal,Girona,0,Villarreal,1,18.0,14.0
Spanish La Liga,2017-2018,Girona vs Villarreal,Girona,1,Villarreal,2,10.0,5.0
Spanish La Liga 2,2022-2023,Las Palmas vs Alaves,Las Palmas,0,Alaves,0,,
Spanish La Liga,2017-2018,Las Palmas vs Alaves,Las Palmas,0,Alaves,4,18.0,16.0
Spanish La Liga,2016-2017,Las Palmas vs Alaves,Las Palmas,1,Alaves,1,14.0,9.0
Spanish Adelante,2014-2015,Las Palmas vs Alaves,Las Palmas,,Alaves,,,
Spanish La Liga,2017-2018,Las Palmas vs Barcelona,Las Palmas,1,Barcelona,1,18.0,1.0
Spanish La Liga,2016-2017,Las Palmas vs Barcelona,Las Palmas,1,Barcelona,4,14.0,2.0
Spanish La Liga,2015-2016,Las Palmas vs Barcelona,Las Palmas,1,Barcelona,2,11.0,1.0
Spanish Adelante,2014-2015,Las Palmas vs Barcelona B,Las Palmas,4,Barcelona B,3,,
Spanish La Liga,2017-2018,Las Palmas vs Celta Vigo,Las Palmas,2,Celta Vigo,5,18.0,9.0
Spanish La Liga,2016-2017,Las Palmas vs Celta Vigo,Las Palmas,3,Celta Vigo,3,14.0,13.0
Spanish La Liga,2015-2016,Las Palmas vs Celta Vigo,Las Palmas,2,Celta Vigo,1,11.0,6.0
Spanish La Liga,2017-2018,Las Palmas vs Getafe,Las Palmas,0,Getafe,1,18.0,11.0
Spanish La Liga,2015-2016,Las Palmas vs Getafe,Las Palmas,4,Getafe,0,11.0,19.0
La Liga 2,2021-2022,Las Palmas vs Girona,Las Palmas,1,Girona,3,,
La Liga 2,2020-2021,Las Palmas vs Girona,Las Palmas,1,Girona,2,,
Spanish Adelante,2019-2020,Las Palmas vs Girona,Las Palmas,0,Girona,0,,
Spanish La Liga,2017-2018,Las Palmas vs Girona,Las Palmas,1,Girona,2,18.0,10.0
Spanish Adelante,2014-2015,Las Palmas vs Girona,Las Palmas,2,Girona,0,,
Spanish La Liga 2,2022-2023,Las Palmas vs Leganes,Las Palmas,1,Leganes,0,,
La Liga 2,2021-2022,Las Palmas vs Leganes,Las Palmas,4,Leganes,2,,
La Liga 2,2020-2021,Las Palmas vs Leganes,Las Palmas,2,Leganes,1,,
Spanish La Liga,2017-2018,Las Palmas vs Leganes,Las Palmas,0,Leganes,2,18.0,12.0
Spanish La Liga,2016-2017,Las Palmas vs Leganes,Las Palmas,1,Leganes,1,14.0,17.0
Spanish Adelante,2014-2015,Las Palmas vs Leganes,Las Palmas,1,Leganes,0,,
La Liga 2,2020-2021,Las Palmas vs Mallorca,Las Palmas,1,Mallorca,1,,
Spanish Adelante,2018-2019,Las Palmas vs Mallorca,Las Palmas,1,Mallorca,2,,
Spanish Adelante,2014-2015,Las Palmas vs Mallorca,Las Palmas,2,Mallorca,1,,
Spanish Adelante,2018-2019,Las Palmas vs Osasuna,Las Palmas,,Osasuna,,,
Spanish La Liga,2016-2017,Las Palmas vs Osasuna,Las Palmas,5,Osasuna,2,14.0,19.0
Spanish Adelante,2014-2015,Las Palmas vs Osasuna,Las Palmas,1,Osasuna,2,,
Spanish La Liga,2017-2018,Las Palmas vs Real Madrid,Las Palmas,0,Real Madrid,3,18.0,4.0
Spanish La Liga,2016-2017,Las Palmas vs Real Madrid,Las Palmas,2,Real Madrid,2,14.0,1.0
Spanish La Liga,2015-2016,Las Palmas vs Real Madrid,Las Palmas,1,Real Madrid,2,11.0,2.0
La Liga 2,2021-2022,Las Palmas vs Real Sociedad B,Las Palmas,0,Real Sociedad B,0,,
Spanish La Liga,2017-2018,Las Palmas vs Sevilla,Las Palmas,1,Sevilla,2,18.0,6.0
Spanish La Liga,2016-2017,Las Palmas vs Sevilla,Las Palmas,0,Sevilla,1,14.0,4.0
Spanish La Liga,2015-2016,Las Palmas vs Sevilla,Las Palmas,2,Sevilla,0,11.0,7.0
Spanish La Liga,2017-2018,Las Palmas vs Valencia,Las Palmas,2,Valencia,1,18.0,3.0
Spanish La Liga,2016-2017,Las Palmas vs Valencia,Las Palmas,3,Valencia,1,14.0,12.0
Spanish La Liga,2015-2016,Las Palmas vs Valencia,Las Palmas,2,Valencia,1,11.0,12.0
La Liga 2,2021-2022,Las Palmas vs Valladolid,Las Palmas,1,Valladolid,1,,
Spanish Adelante,2014-2015,Las Palmas vs Valladolid,Las Palmas,1,Valladolid,1,,
La Liga 2,2020-2021,Las Palmas vs Vallecano,Las Palmas,1,Vallecano,1,,
Spanish Adelante,2019-2020,Las Palmas vs Vallecano,Las Palmas,1,Vallecano,1,,
Spanish La Liga,2015-2016,Las Palmas vs Vallecano,Las Palmas,0,Vallecano,1,11.0,18.0
Spanish La Liga 2,2022-2023,Las Palmas vs Villarreal B,Las Palmas,1,Villarreal B,1,,
Spanish La Liga,2017-2018,Las Palmas vs Villarreal,Las Palmas,0,Villarreal,2,18.0,5.0
Spanish La Liga,2016-2017,Las Palmas vs Villarreal,Las Palmas,1,Villarreal,0,14.0,5.0
Spanish La Liga,2015-2016,Las Palmas vs Villarreal,Las Palmas,0,Villarreal,0,11.0,4.0
Spanish La Liga 2,2022-2023,Leganes vs Alaves,Leganes,1,Alaves,2,,
Spanish La Liga,2019-2020,Leganes vs Alaves,Leganes,1,Alaves,1,18.0,16.0
Spanish La Liga,2018-2019,Leganes vs Alaves,Leganes,1,Alaves,0,13.0,11.0
Spanish La Liga,2017-2018,Leganes vs Alaves,Leganes,1,Alaves,0,12.0,16.0
Spanish La Liga,2016-2017,Leganes vs Alaves,Leganes,1,Alaves,1,17.0,9.0
Spanish Adelante,2015-2016,Leganes vs Alaves,Leganes,2,Alaves,0,,
Spanish Adelante,2014-2015,Leganes vs Alaves,Leganes,1,Alaves,1,,
Spanish Adelante,2015-2016,Leganes vs Athletic Bilbao B,Leganes,1,Athletic Bilbao B,0,,
Spanish La Liga,2019-2020,Leganes vs Barcelona,Leganes,1,Barcelona,2,18.0,2.0
Spanish La Liga,2018-2019,Leganes vs Barcelona,Leganes,2,Barcelona,1,13.0,1.0
Spanish La Liga,2017-2018,Leganes vs Barcelona,Leganes,0,Barcelona,3,12.0,1.0
Spanish La Liga,2016-2017,Leganes vs Barcelona,Leganes,1,Barcelona,5,17.0,2.0
Spanish Adelante,2014-2015,Leganes vs Barcelona B,Leganes,2,Barcelona B,0,,
Spanish La Liga,2019-2020,Leganes vs Celta Vigo,Leganes,3,Celta Vigo,2,18.0,17.0
Spanish La Liga,2018-2019,Leganes vs Celta Vigo,Leganes,0,Celta Vigo,0,13.0,17.0
Spanish La Liga,2017-2018,Leganes vs Celta Vigo,Leganes,1,Celta Vigo,0,12.0,9.0
Spanish La Liga,2016-2017,Leganes vs Celta Vigo,Leganes,0,Celta Vigo,2,17.0,13.0
Spanish La Liga,2019-2020,Leganes vs Getafe,Leganes,0,Getafe,3,18.0,8.0
Spanish La Liga,2018-2019,Leganes vs Getafe,Leganes,1,Getafe,1,13.0,5.0
Spanish La Liga,2017-2018,Leganes vs Getafe,Leganes,1,Getafe,2,12.0,11.0
La Liga 2,2021-2022,Leganes vs Girona,Leganes,1,Girona,1,,
La Liga 2,2020-2021,Leganes vs Girona,Leganes,0,Girona,1,,
Spanish La Liga,2018-2019,Leganes vs Girona,Leganes,0,Girona,2,13.0,18.0
Spanish La Liga,2017-2018,Leganes vs Girona,Leganes,0,Girona,0,12.0,10.0
Spanish Adelante,2015-2016,Leganes vs Girona,Leganes,2,Girona,2,,
Spanish Adelante,2014-2015,Leganes vs Girona,Leganes,1,Girona,2,,
Spanish La Liga 2,2022-2023,Leganes vs Las Palmas,Leganes,0,Las Palmas,0,,
La Liga 2,2021-2022,Leganes vs Las Palmas,Leganes,4,Las Palmas,1,,
La Liga 2,2020-2021,Leganes vs Las Palmas,Leganes,1,Las Palmas,0,,
Spanish La Liga,2017-2018,Leganes vs Las Palmas,Leganes,0,Las Palmas,0,12.0,18.0
Spanish La Liga,2016-2017,Leganes vs Las Palmas,Leganes,3,Las Palmas,0,17.0,14.0
Spanish Adelante,2014-2015,Leganes vs Las Palmas,Leganes,2,Las Palmas,1,,
La Liga 2,2020-2021,Leganes vs Mallorca,Leganes,0,Mallorca,1,,
Spanish La Liga,2019-2020,Leganes vs Mallorca,Leganes,1,Mallorca,0,18.0,19.0
Spanish Adelante,2015-2016,Leganes vs Mallorca,Leganes,0,Mallorca,0,,
Spanish Adelante,2014-2015,Leganes vs Mallorca,Leganes,3,Mallorca,1,,
Spanish La Liga,2019-2020,Leganes vs Osasuna,Leganes,0,Osasuna,1,18.0,10.0
Spanish La Liga,2016-2017,Leganes vs Osasuna,Leganes,2,Osasuna,0,17.0,19.0
Spanish Adelante,2015-2016,Leganes vs Osasuna,Leganes,2,Osasuna,0,,
Spanish Adelante,2014-2015,Leganes vs Osasuna,Leganes,1,Osasuna,1,,
Spanish La Liga,2019-2020,Leganes vs Real Madrid,Leganes,2,Real Madrid,2,18.0,1.0
Copa del Rey,2018-2019,Leganes vs Real Madrid,Leganes,1,Real Madrid,0,13.0,3.0
Spanish La Liga,2018-2019,Leganes vs Real Madrid,Leganes,1,Real Madrid,1,13.0,3.0
Spanish La Liga,2017-2018,Leganes vs Real Madrid,Leganes,1,Real Madrid,3,12.0,4.0
Spanish La Liga,2016-2017,Leganes vs Real Madrid,Leganes,2,Real Madrid,4,17.0,1.0
La Liga 2,2021-2022,Leganes vs Real Sociedad B,Leganes,1,Real Sociedad B,1,,
Copa del Rey,2020-2021,Leganes vs Sevilla,Leganes,0,Sevilla,1,,4.0
Spanish La Liga,2019-2020,Leganes vs Sevilla,Leganes,0,Sevilla,3,18.0,4.0
Spanish La Liga,2018-2019,Leganes vs Sevilla,Leganes,1,Sevilla,1,13.0,6.0
Spanish La Liga,2017-2018,Leganes vs Sevilla,Leganes,2,Sevilla,1,12.0,6.0
Spanish La Liga,2016-2017,Leganes vs Sevilla,Leganes,2,Sevilla,3,17.0,4.0
Spanish La Liga,2019-2020,Leganes vs Valencia,Leganes,1,Valencia,0,18.0,9.0
Spanish La Liga,2018-2019,Leganes vs Valencia,Leganes,1,Valencia,1,13.0,4.0
Spanish La Liga,2017-2018,Leganes vs Valencia,Leganes,0,Valencia,1,12.0,3.0
Spanish La Liga,2016-2017,Leganes vs Valencia,Leganes,1,Valencia,2,17.0,12.0
La Liga 2,2021-2022,Leganes vs Valladolid,Leganes,0,Valladolid,2,,
Spanish La Liga,2019-2020,Leganes vs Valladolid,Leganes,1,Valladolid,2,18.0,13.0
Spanish La Liga,2018-2019,Leganes vs Valladolid,Leganes,1,Valladolid,0,13.0,16.0
Spanish Adelante,2015-2016,Leganes vs Valladolid,Leganes,4,Valladolid,0,,
Spanish Adelante,2014-2015,Leganes vs Valladolid,Leganes,1,Valladolid,0,,
Club Friendlies,2021-2022,Leganes vs Vallecano,Leganes,1,Vallecano,1,,12.0
La Liga 2,2020-2021,Leganes vs Vallecano,Leganes,1,Vallecano,2,,
La Liga 2,2020-2021,Leganes vs Vallecano,Leganes,1,Vallecano,0,,
Club Friendlies,2020-2021,Leganes vs Vallecano,Leganes,0,Vallecano,1,,
Spanish La Liga,2018-2019,Leganes vs Vallecano,Leganes,1,Vallecano,0,13.0,20.0
Spanish La Liga 2,2022-2023,Leganes vs Villarreal B,Leganes,1,Villarreal B,0,,
Spanish La Liga,2019-2020,Leganes vs Villarreal,Leganes,0,Villarreal,3,18.0,5.0
Spanish La Liga,2018-2019,Leganes vs Villarreal,Leganes,0,Villarreal,1,13.0,14.0
Spanish La Liga,2017-2018,Leganes vs Villarreal,Leganes,3,Villarreal,1,12.0,5.0
Spanish La Liga,2016-2017,Leganes vs Villarreal,Leganes,0,Villarreal,0,17.0,5.0
Spanish La Liga,2021-2022,Mallorca vs Alaves,Mallorca,2,Alaves,1,16.0,20.0
Spanish La Liga,2019-2020,Mallorca vs Alaves,Mallorca,1,Alaves,0,19.0,16.0
Spanish Adelante,2015-2016,Mallorca vs Alaves,Mallorca,0,Alaves,0,,
Spanish Adelante,2014-2015,Mallorca vs Alaves,Mallorca,2,Alaves,0,,
Spanish Adelante,2015-2016,Mallorca vs Athletic Bilbao B,Mallorca,2,Athletic Bilbao B,3,,
Spanish La Liga,2022-2023,Mallorca vs Barcelona,Mallorca,0,Barcelona,1,9.0,1.0
Spanish La Liga,2021-2022,Mallorca vs Barcelona,Mallorca,0,Barcelona,1,16.0,2.0
Spanish La Liga,2019-2020,Mallorca vs Barcelona,Mallorca,0,Barcelona,4,19.0,2.0
Spanish Adelante,2014-2015,Mallorca vs Barcelona B,Mallorca,3,Barcelona B,3,,
Spanish La Liga,2011-2012,Mallorca vs Barcelona,Mallorca,0,Barcelona,2,8.0,2.0
Spanish La Liga,2010-2011,Mallorca vs Barcelona,Mallorca,0,Barcelona,3,17.0,1.0
Spanish La Liga,2012-2013,Mallorca vs Barcelona,Mallorca,2,Barcelona,4,18.0,1.0
Spanish La Liga,2022-2023,Mallorca vs Celta Vigo,Mallorca,1,Celta Vigo,0,9.0,13.0
Spanish La Liga,2021-2022,Mallorca vs Celta Vigo,Mallorca,0,Celta Vigo,0,16.0,11.0
Spanish La Liga,2019-2020,Mallorca vs Celta Vigo,Mallorca,5,Celta Vigo,1,19.0,17.0
Spanish La Liga,2012-2013,Mallorca vs Celta Vigo,Mallorca,1,Celta Vigo,0,18.0,17.0
Spanish La Liga,2022-2023,Mallorca vs Getafe,Mallorca,3,Getafe,1,9.0,15.0
Spanish La Liga,2021-2022,Mallorca vs Getafe,Mallorca,0,Getafe,0,16.0,15.0
Spanish La Liga,2019-2020,Mallorca vs Getafe,Mallorca,0,Getafe,1,19.0,8.0
Spanish Adelante,2016-2017,Mallorca vs Getafe,Mallorca,3,Getafe,3,,
Spanish La Liga,2011-2012,Mallorca vs Getafe,Mallorca,1,Getafe,2,8.0,11.0
Spanish La Liga,2010-2011,Mallorca vs Getafe,Mallorca,2,Getafe,0,17.0,16.0
Spanish La Liga,2012-2013,Mallorca vs Getafe,Mallorca,1,Getafe,3,18.0,10.0
Spanish La Liga,2022-2023,Mallorca vs Girona,Mallorca,1,Girona,1,9.0,10.0
La Liga 2,2020-2021,Mallorca vs Girona,Mallorca,1,Girona,0,,
Spanish Adelante,2016-2017,Mallorca vs Girona,Mallorca,1,Girona,0,,
Spanish Adelante,2015-2016,Mallorca vs Girona,Mallorca,1,Girona,1,,
Spanish Adelante,2014-2015,Mallorca vs Girona,Mallorca,0,Girona,1,,
La Liga 2,2020-2021,Mallorca vs Las Palmas,Mallorca,0,Las Palmas,1,,
Spanish Adelante,2018-2019,Mallorca vs Las Palmas,Mallorca,2,Las Palmas,2,,
Spanish Adelante,2014-2015,Mallorca vs Las Palmas,Mallorca,1,Las Palmas,1,,
La Liga 2,2020-2021,Mallorca vs Leganes,Mallorca,1,Leganes,0,,
Spanish La Liga,2019-2020,Mallorca vs Leganes,Mallorca,1,Leganes,1,19.0,18.0
Spanish Adelante,2015-2016,Mallorca vs Leganes,Mallorca,3,Leganes,0,,
Spanish Adelante,2014-2015,Mallorca vs Leganes,Mallorca,0,Leganes,2,,
Spanish La Liga,2022-2023,Mallorca vs Osasuna,Mallorca,0,Osasuna,0,9.0,7.0
Spanish La Liga,2021-2022,Mallorca vs Osasuna,Mallorca,2,Osasuna,3,16.0,10.0
Spanish La Liga,2019-2020,Mallorca vs Osasuna,Mallorca,2,Osasuna,2,19.0,10.0
Spanish Adelante,2018-2019,Mallorca vs Osasuna,Mallorca,1,Osasuna,0,,
Spanish Adelante,2015-2016,Mallorca vs Osasuna,Mallorca,1,Osasuna,1,,
Spanish Adelante,2014-2015,Mallorca vs Osasuna,Mallorca,3,Osasuna,0,,
Spanish La Liga,2011-2012,Mallorca vs Osasuna,Mallorca,1,Osasuna,1,8.0,7.0
Spanish La Liga,2010-2011,Mallorca vs Osasuna,Mallorca,2,Osasuna,0,17.0,9.0
Spanish La Liga,2012-2013,Mallorca vs Osasuna,Mallorca,1,Osasuna,1,18.0,16.0
Spanish La Liga,2022-2023,Mallorca vs Real Madrid,Mallorca,1,Real Madrid,0,9.0,2.0
Spanish La Liga,2021-2022,Mallorca vs Real Madrid,Mallorca,0,Real Madrid,3,16.0,1.0
Spanish La Liga,2019-2020,Mallorca vs Real Madrid,Mallorca,1,Real Madrid,0,19.0,1.0
Spanish La Liga,2011-2012,Mallorca vs Real Madrid,Mallorca,1,Real Madrid,2,8.0,1.0
Spanish La Liga,2010-2011,Mallorca vs Real Madrid,Mallorca,0,Real Madrid,0,17.0,2.0
Spanish La Liga,2012-2013,Mallorca vs Real Madrid,Mallorca,0,Real Madrid,5,18.0,2.0
Spanish La Liga,2022-2023,Mallorca vs Sevilla,Mallorca,0,Sevilla,1,9.0,12.0
Spanish La Liga,2021-2022,Mallorca vs Sevilla,Mallorca,1,Sevilla,1,16.0,4.0
Spanish La Liga,2019-2020,Mallorca vs Sevilla,Mallorca,0,Sevilla,2,19.0,4.0
Spanish Adelante,2016-2017,Mallorca vs Sevilla Atletico,Mallorca,2,Sevilla Atletico,2,,
Spanish La Liga,2011-2012,Mallorca vs Sevilla,Mallorca,0,Sevilla,0,8.0,9.0
Spanish La Liga,2010-2011,Mallorca vs Sevilla,Mallorca,2,Sevilla,2,17.0,7.0
Spanish La Liga,2012-2013,Mallorca vs Sevilla,Mallorca,2,Sevilla,1,18.0,9.0
Spanish La Liga,2022-2023,Mallorca vs Valencia,Mallorca,1,Valencia,0,9.0,16.0
Spanish La Liga,2021-2022,Mallorca vs Valencia,Mallorca,0,Valencia,1,16.0,9.0
Spanish La Liga,2019-2020,Mallorca vs Valencia,Mallorca,4,Valencia,1,19.0,9.0
Spanish La Liga,2011-2012,Mallorca vs Valencia,Mallorca,1,Valencia,1,8.0,3.0
Spanish La Liga,2010-2011,Mallorca vs Valencia,Mallorca,1,Valencia,2,17.0,3.0
Spanish La Liga,2012-2013,Mallorca vs Valencia,Mallorca,2,Valencia,0,18.0,5.0
Spanish La Liga,2022-2023,Mallorca vs Valladolid,Mallorca,1,Valladolid,0,9.0,18.0
Spanish La Liga,2019-2020,Mallorca vs Valladolid,Mallorca,0,Valladolid,1,19.0,13.0
Copa del Rey,2018-2019,Mallorca vs Valladolid,Mallorca,1,Valladolid,2,,16.0
Spanish Adelante,2016-2017,Mallorca vs Valladolid,Mallorca,0,Valladolid,3,,
Spanish Adelante,2015-2016,Mallorca vs Valladolid,Mallorca,0,Valladolid,1,,
Spanish Adelante,2014-2015,Mallorca vs Valladolid,Mallorca,1,Valladolid,5,,
Spanish La Liga,2012-2013,Mallorca vs Valladolid,Mallorca,4,Valladolid,2,18.0,14.0
Spanish La Liga,2022-2023,Mallorca vs Vallecano,Mallorca,3,Vallecano,0,9.0,11.0
Spanish La Liga,2021-2022,Mallorca vs Vallecano,Mallorca,2,Vallecano,1,16.0,12.0
La Liga 2,2020-2021,Mallorca vs Vallecano,Mallorca,0,Vallecano,1,,
Spanish Adelante,2016-2017,Mallorca vs Vallecano,Mallorca,2,Vallecano,1,,
Spanish La Liga,2011-2012,Mallorca vs Vallecano,Mallorca,1,Vallecano,0,8.0,15.0
Spanish La Liga,2012-2013,Mallorca vs Vallecano,Mallorca,1,Vallecano,1,18.0,8.0
Spanish La Liga,2022-2023,Mallorca vs Villarreal,Mallorca,4,Villarreal,2,9.0,5.0
Spanish La Liga,2021-2022,Mallorca vs Villarreal,Mallorca,0,Villarreal,0,16.0,7.0
Spanish La Liga,2019-2020,Mallorca vs Villarreal,Mallorca,3,Villarreal,1,19.0,5.0
Spanish La Liga,2011-2012,Mallorca vs Villarreal,Mallorca,4,Villarreal,0,8.0,18.0
Spanish La Liga,2010-2011,Mallorca vs Villarreal,Mallorca,0,Villarreal,0,17.0,4.0
Club Friendlies,2021-2022,Osasuna vs Alaves,Osasuna,0,Alaves,1,10.0,20.0
Spanish La Liga,2021-2022,Osasuna vs Alaves,Osasuna,1,Alaves,0,10.0,20.0
Spanish La Liga,2020-2021,Osasuna vs Alaves,Osasuna,1,Alaves,1,11.0,16.0
Club Friendlies,2020-2021,Osasuna vs Alaves,Osasuna,2,Alaves,1,11.0,16.0
Spanish La Liga,2019-2020,Osasuna vs Alaves,Osasuna,4,Alaves,2,10.0,16.0
Spanish La Liga,2016-2017,Osasuna vs Alaves,Osasuna,0,Alaves,1,19.0,9.0
Spanish Adelante,2015-2016,Osasuna vs Alaves,Osasuna,3,Alaves,1,,
Spanish Adelante,2014-2015,Osasuna vs Alaves,Osasuna,1,Alaves,3,,
Spanish Adelante,2015-2016,Osasuna vs Athletic Bilbao B,Osasuna,1,Athletic Bilbao B,1,,
Spanish La Liga,2022-2023,Osasuna vs Barcelona,Osasuna,1,Barcelona,2,7.0,1.0
Spanish La Liga,2021-2022,Osasuna vs Barcelona,Osasuna,2,Barcelona,2,10.0,2.0
Spanish La Liga,2020-2021,Osasuna vs Barcelona,Osasuna,0,Barcelona,2,11.0,3.0
Spanish La Liga,2019-2020,Osasuna vs Barcelona,Osasuna,2,Barcelona,2,10.0,2.0
Spanish Adelante,2017-2018,Osasuna vs Barcelona B,Osasuna,2,Barcelona B,2,,
Spanish La Liga,2016-2017,Osasuna vs Barcelona,Osasuna,0,Barcelona,3,19.0,2.0
Spanish Adelante,2014-2015,Osasuna vs Barcelona B,Osasuna,2,Barcelona B,0,,
Spanish La Liga,2011-2012,Osasuna vs Barcelona,Osasuna,3,Barcelona,2,7.0,2.0
Spanish La Liga,2010-2011,Osasuna vs Barcelona,Osasuna,0,Barcelona,3,9.0,1.0
Spanish La Liga,2012-2013,Osasuna vs Barcelona,Osasuna,1,Barcelona,2,16.0,1.0
Spanish La Liga,2013-2014,Osasuna vs Barcelona,Osasuna,0,Barcelona,0,18.0,2.0
Spanish La Liga,2022-2023,Osasuna vs Celta Vigo,Osasuna,0,Celta Vigo,0,7.0,13.0
Spanish La Liga,2021-2022,Osasuna vs Celta Vigo,Osasuna,0,Celta Vigo,0,10.0,11.0
Spanish La Liga,2020-2021,Osasuna vs Celta Vigo,Osasuna,2,Celta Vigo,0,11.0,8.0
Spanish La Liga,2019-2020,Osasuna vs Celta Vigo,Osasuna,2,Celta Vigo,1,10.0,17.0
Spanish La Liga,2016-2017,Osasuna vs Celta Vigo,Osasuna,0,Celta Vigo,0,19.0,13.0
Spanish La Liga,2012-2013,Osasuna vs Celta Vigo,Osasuna,1,Celta Vigo,0,16.0,17.0
Spanish La Liga,2013-2014,Osasuna vs Celta Vigo,Osasuna,0,Celta Vigo,2,18.0,9.0
Spanish La Liga,2022-2023,Osasuna vs Getafe,Osasuna,0,Getafe,2,7.0,15.0
Spanish La Liga,2021-2022,Osasuna vs Getafe,Osasuna,1,Getafe,1,10.0,15.0
Spanish La Liga,2020-2021,Osasuna vs Getafe,Osasuna,0,Getafe,0,11.0,15.0
Spanish La Liga,2019-2020,Osasuna vs Getafe,Osasuna,0,Getafe,0,10.0,8.0
Spanish La Liga,2011-2012,Osasuna vs Getafe,Osasuna,0,Getafe,0,7.0,11.0
Spanish La Liga,2010-2011,Osasuna vs Getafe,Osasuna,0,Getafe,0,9.0,16.0
Spanish La Liga,2012-2013,Osasuna vs Getafe,Osasuna,1,Getafe,0,16.0,10.0
Spanish La Liga,2013-2014,Osasuna vs Getafe,Osasuna,2,Getafe,0,18.0,13.0
Spanish La Liga,2022-2023,Osasuna vs Girona,Osasuna,2,Girona,1,7.0,10.0
Spanish Adelante,2015-2016,Osasuna vs Girona,Osasuna,0,Girona,1,,
Spanish Adelante,2014-2015,Osasuna vs Girona,Osasuna,0,Girona,0,,
Spanish Adelante,2018-2019,Osasuna vs Las Palmas,Osasuna,2,Las Palmas,0,,
Spanish La Liga,2016-2017,Osasuna vs Las Palmas,Osasuna,2,Las Palmas,2,19.0,14.0
Spanish Adelante,2014-2015,Osasuna vs Las Palmas,Osasuna,1,Las Palmas,2,,
Spanish La Liga,2019-2020,Osasuna vs Leganes,Osasuna,2,Leganes,1,10.0,18.0
Spanish La Liga,2016-2017,Osasuna vs Leganes,Osasuna,2,Leganes,1,19.0,17.0
Spanish Adelante,2015-2016,Osasuna vs Leganes,Osasuna,2,Leganes,1,,
Spanish Adelante,2014-2015,Osasuna vs Leganes,Osasuna,2,Leganes,1,,
Spanish La Liga,2022-2023,Osasuna vs Mallorca,Osasuna,1,Mallorca,0,7.0,9.0
