strLeague,strSeason,strEvent,strHomeTeam,intHomeScore,strAwayTeam,intAwayScore,homeClassment,awayClassment
French Ligue 1,2013-2014,Toulouse vs Montpellier,Toulouse,1,Montpellier,1,9.0,15.0
French Ligue 1,2014-2015,Toulouse vs Montpellier,Toulouse,1,Montpellier,0,17.0,7.0
French Ligue 1,2022-2023,Toulouse vs Nantes,Toulouse,0,Nantes,0,13.0,16.0
French Ligue 1,2020-2021,Toulouse vs Nantes,Toulouse,1,Nantes,2,,18.0
French Ligue 1,2018-2019,Toulouse vs Nantes,Toulouse,1,Nantes,0,16.0,12.0
French Ligue 1,2017-2018,Toulouse vs Nantes,Toulouse,1,Nantes,1,15.0,5.0
French Ligue 1,2016-2017,Toulouse vs Nantes,Toulouse,0,Nantes,1,11.0,14.0
French Ligue 1,2015-2016,Toulouse vs Nantes,Toulouse,0,Nantes,0,17.0,14.0
French Ligue 1,2013-2014,Toulouse vs Nantes,Toulouse,1,Nantes,1,9.0,13.0
French Ligue 1,2014-2015,Toulouse vs Nantes,Toulouse,1,Nantes,1,17.0,14.0
French Ligue 1,2022-2023,Toulouse vs Nice,Toulouse,1,Nice,1,13.0,9.0
French Ligue 1,2019-2020,Toulouse vs Nice,Toulouse,0,Nice,2,11.0,7.0
Coupe de France,2018-2019,Toulouse vs Nice,Toulouse,4,Nice,1,16.0,7.0
French Ligue 1,2018-2019,Toulouse vs Nice,Toulouse,1,Nice,1,16.0,7.0
French Ligue 1,2017-2018,Toulouse vs Nice,Toulouse,1,Nice,2,15.0,9.0
French Ligue 1,2016-2017,Toulouse vs Nice,Toulouse,1,Nice,1,11.0,7.0
French Ligue 1,2015-2016,Toulouse vs Nice,Toulouse,2,Nice,0,17.0,4.0
French Ligue 1,2012-2013,Toulouse vs Nice,Toulouse,3,Nice,4,10.0,4.0
French Ligue 1,2013-2014,Toulouse vs Nice,Toulouse,1,Nice,0,9.0,17.0
French Ligue 1,2014-2015,Toulouse vs Nice,Toulouse,2,Nice,3,17.0,11.0
French Ligue 1,2022-2023,Toulouse vs Paris SG,Toulouse,0,Paris SG,3,13.0,1.0
French Ligue 1,2018-2019,Toulouse vs Paris SG,Toulouse,0,Paris SG,1,16.0,1.0
French Ligue 1,2017-2018,Toulouse vs Paris SG,Toulouse,0,Paris SG,1,15.0,1.0
French Ligue 1,2016-2017,Toulouse vs Paris SG,Toulouse,2,Paris SG,0,11.0,1.0
French Ligue 1,2015-2016,Toulouse vs Paris SG,Toulouse,0,Paris SG,1,17.0,1.0
French Ligue 1,2012-2013,Toulouse vs Paris SG,Toulouse,0,Paris SG,4,10.0,1.0
French Ligue 1,2013-2014,Toulouse vs Paris SG,Toulouse,2,Paris SG,4,9.0,1.0
French Ligue 1,2014-2015,Toulouse vs Paris SG,Toulouse,1,Paris SG,1,17.0,1.0
French Ligue 1,2022-2023,Toulouse vs Rennes,Toulouse,3,Rennes,1,13.0,4.0
French Ligue 1,2019-2020,Toulouse vs Rennes,Toulouse,0,Rennes,2,11.0,5.0
French Ligue 1,2018-2019,Toulouse vs Rennes,Toulouse,2,Rennes,2,16.0,10.0
French Ligue 1,2017-2018,Toulouse vs Rennes,Toulouse,3,Rennes,2,15.0,8.0
French Ligue 1,2016-2017,Toulouse vs Rennes,Toulouse,0,Rennes,0,11.0,5.0
French Ligue 1,2015-2016,Toulouse vs Rennes,Toulouse,1,Rennes,2,17.0,8.0
French Ligue 1,2012-2013,Toulouse vs Rennes,Toulouse,2,Rennes,2,10.0,13.0
French Ligue 1,2013-2014,Toulouse vs Rennes,Toulouse,0,Rennes,5,9.0,12.0
French Ligue 1,2014-2015,Toulouse vs Rennes,Toulouse,2,Rennes,1,17.0,9.0
French Ligue 1,2018-2019,Toulouse vs St Etienne,Toulouse,2,St Etienne,3,16.0,4.0
French Ligue 1,2017-2018,Toulouse vs St Etienne,Toulouse,0,St Etienne,0,15.0,14.0
French Ligue 1,2016-2017,Toulouse vs St Etienne,Toulouse,0,St Etienne,3,11.0,
French Ligue 1,2015-2016,Toulouse vs St Etienne,Toulouse,2,St Etienne,1,17.0,6.0
French Ligue 1,2012-2013,Toulouse vs St Etienne,Toulouse,2,St Etienne,1,10.0,5.0
French Ligue 1,2013-2014,Toulouse vs St Etienne,Toulouse,0,St Etienne,0,9.0,4.0
French Ligue 1,2014-2015,Toulouse vs St Etienne,Toulouse,1,St Etienne,1,17.0,5.0
Coupe de France,2022-2023,Toulouse vs Stade de Reims,Toulouse,3,Stade de Reims,1,13.0,11.0
French Ligue 1,2022-2023,Toulouse vs Stade de Reims,Toulouse,1,Stade de Reims,0,13.0,11.0
French Ligue 1,2019-2020,Toulouse vs Stade de Reims,Toulouse,0,Stade de Reims,1,11.0,8.0
Coupe de France,2018-2019,Toulouse vs Stade de Reims,Toulouse,4,Stade de Reims,4,16.0,8.0
French Ligue 1,2018-2019,Toulouse vs Stade de Reims,Toulouse,1,Stade de Reims,1,16.0,8.0
French Ligue 1,2015-2016,Toulouse vs Stade de Reims,Toulouse,2,Stade de Reims,2,17.0,18.0
French Ligue 1,2012-2013,Toulouse vs Stade de Reims,Toulouse,1,Stade de Reims,1,10.0,14.0
French Ligue 1,2013-2014,Toulouse vs Stade de Reims,Toulouse,3,Stade de Reims,2,9.0,11.0
French Ligue 1,2014-2015,Toulouse vs Stade de Reims,Toulouse,1,Stade de Reims,0,17.0,15.0
French Ligue 1,2022-2023,Toulouse vs Strasbourg,Toulouse,2,Strasbourg,2,13.0,15.0
French Ligue 1,2019-2020,Toulouse vs Strasbourg,Toulouse,0,Strasbourg,1,11.0,15.0
French Ligue 1,2018-2019,Toulouse vs Strasbourg,Toulouse,1,Strasbourg,2,16.0,11.0
French Ligue 1,2017-2018,Toulouse vs Strasbourg,Toulouse,2,Strasbourg,2,15.0,13.0
